link,name,school,department,rating,difficulty,would_take_again
https://www.ratemyprofessors.com/professor/406457,Bob Stoops,University of Oklahoma,Physical Ed,3.5,3.3,N/A
https://www.ratemyprofessors.com/professor/418060,Margarita Peraza-Rugeley,University of Oklahoma,Languages,5.0,1.8,N/A
https://www.ratemyprofessors.com/professor/418469,Stanley Despain,University of Oklahoma,History,4.1,3.4,50%
https://www.ratemyprofessors.com/professor/420867,David London,University of Oklahoma,Geology,3.1,3.9,40%
https://www.ratemyprofessors.com/professor/423180,Linda McKinney,University of Oklahoma,Education,2.0,3.2,N/A
https://www.ratemyprofessors.com/professor/432802,Daniel Bakewell,University of Oklahoma,Mathematics,4.1,2.5,N/A
https://www.ratemyprofessors.com/professor/437900,Shawn Carraher,University of Oklahoma,Business,5.0,5,N/A
https://www.ratemyprofessors.com/professor/441362,Tonnia Anderson,University of Oklahoma,Ethnic Studies,3.8,2.2,N/A
https://www.ratemyprofessors.com/professor/443146,Ken Stephenson,University of Oklahoma,Music,4.8,3.6,N/A
https://www.ratemyprofessors.com/professor/450177,Michel Lantelme,University of Oklahoma,Modern Languages,4.4,3.5,N/A
https://www.ratemyprofessors.com/professor/456212,Osisanya Samuel,University of Oklahoma,Engineering,4.5,1,N/A
https://www.ratemyprofessors.com/professor/456652,Mark Bolino,University of Oklahoma,Management,4.1,3.6,100%
https://www.ratemyprofessors.com/professor/458553,Michael Lee,University of Oklahoma,Music,3.9,3.3,N/A
https://www.ratemyprofessors.com/professor/460233,Alba Villamil,University of Oklahoma,Languages,1.3,4.3,N/A
https://www.ratemyprofessors.com/professor/464421,Amanda Sauer,University of Oklahoma,Music,3.5,3.6,N/A
https://www.ratemyprofessors.com/professor/464532,Jeri Reed,University of Oklahoma,History,1.7,3.1,0%
https://www.ratemyprofessors.com/professor/464546,Peggy Chambers,University of Oklahoma,Classics,4.8,3.5,100%
https://www.ratemyprofessors.com/professor/468412,Kirby Gilliland,University of Oklahoma,Psychology,3.2,3.2,0%
https://www.ratemyprofessors.com/professor/470912,Rhonda Kyncl,University of Oklahoma,English,5.0,1.5,100%
https://www.ratemyprofessors.com/professor/474618,Carl Sondergeld,University of Oklahoma,Engineering,3.4,4.6,43%
https://www.ratemyprofessors.com/professor/474851,Monty Cook,University of Oklahoma,Philosophy,2.9,2.9,20%
https://www.ratemyprofessors.com/professor/478668,Ryan Timpte,University of Oklahoma,Biology,0.0,0,N/A
https://www.ratemyprofessors.com/professor/481459,David Samper,University of Oklahoma,English,2.7,3.9,N/A
https://www.ratemyprofessors.com/professor/481465,David Long,University of Oklahoma,English,3.9,4.3,60%
https://www.ratemyprofessors.com/professor/481492,Maria Ruiz,University of Oklahoma,Languages,3.2,3,N/A
https://www.ratemyprofessors.com/professor/482238,Elena Songster,University of Oklahoma,History,3.8,4,N/A
https://www.ratemyprofessors.com/professor/483393,Joan Phillips,University of Oklahoma,Art,4.9,2.3,N/A
https://www.ratemyprofessors.com/professor/483733,Dwaine Pellebon,University of Oklahoma,Social Work,3.5,3.6,N/A
https://www.ratemyprofessors.com/professor/487324,Max Forester,University of Oklahoma,Mathematics,3.6,3.3,71%
https://www.ratemyprofessors.com/professor/488922,Chris Carter,University of Oklahoma,English,4.4,2.8,50%
https://www.ratemyprofessors.com/professor/491097,Michael Winston,University of Oklahoma,Modern Languages,4.2,2,N/A
https://www.ratemyprofessors.com/professor/493216,Yun Wang,University of Oklahoma,Physics,1.8,3.3,N/A
https://www.ratemyprofessors.com/professor/493342,Edward Baron,University of Oklahoma,Science,2.0,4.2,25%
https://www.ratemyprofessors.com/professor/498257,Lotsee Patterson,University of Oklahoma,Information Science,2.7,3.4,N/A
https://www.ratemyprofessors.com/professor/506100,Khosrow Bozorgi,University of Oklahoma,Architecture,3.5,2.1,63%
https://www.ratemyprofessors.com/professor/515170,Nim Razook,University of Oklahoma,Business,3.9,4.5,100%
https://www.ratemyprofessors.com/professor/523965,Daniel Resasco,University of Oklahoma,Engineering,4.8,3,N/A
https://www.ratemyprofessors.com/professor/526705,James Liner,University of Oklahoma,English,4.7,1.6,N/A
https://www.ratemyprofessors.com/professor/529528,James Shaffer,University of Oklahoma,Physics,2.4,4.1,100%
https://www.ratemyprofessors.com/professor/529534,Joseph Sullivan,University of Oklahoma,Literature,5.0,2.4,100%
https://www.ratemyprofessors.com/professor/531034,Tom Burns,University of Oklahoma,Sociology,4.4,2,90%
https://www.ratemyprofessors.com/professor/535062,Theresa Richardson,University of Oklahoma,English,4.5,2,N/A
https://www.ratemyprofessors.com/professor/539937,Circe Sturm,University of Oklahoma,Anthropology,4.6,3,N/A
https://www.ratemyprofessors.com/professor/539942,James Sheffield,University of Oklahoma,Political Science,2.2,4.5,N/A
https://www.ratemyprofessors.com/professor/541844,Tran Quan,University of Oklahoma,Mathematics,3.6,2.8,N/A
https://www.ratemyprofessors.com/professor/545754,Lydia Carey,University of Oklahoma,English,3.6,1.7,N/A
https://www.ratemyprofessors.com/professor/546238,Cyrus Contractor,University of Oklahoma,Political Science,3.8,2.7,N/A
https://www.ratemyprofessors.com/professor/550629,Sean Crowell,University of Oklahoma,Mathematics,3.6,3.4,N/A
https://www.ratemyprofessors.com/professor/550942,Mary Harper,University of Oklahoma,Mathematics,4.8,1.9,N/A
https://www.ratemyprofessors.com/professor/556602,Hester Baer,University of Oklahoma,Modern Languages,2.9,3.6,N/A
https://www.ratemyprofessors.com/professor/560130,Steven Curtis,University of Oklahoma,Music,5.0,4.3,N/A
https://www.ratemyprofessors.com/professor/560843,Marie-Anne Baissac,University of Oklahoma,Languages,4.1,2.4,N/A
https://www.ratemyprofessors.com/professor/561605,Kathryn Koscho,University of Oklahoma,Music,0.0,0,N/A
https://www.ratemyprofessors.com/professor/561628,Jose Colin,University of Oklahoma,Modern Languages,4.5,3.2,50%
https://www.ratemyprofessors.com/professor/562518,Alan Atkinson,University of Oklahoma,History,4.7,2,N/A
https://www.ratemyprofessors.com/professor/562928,Paul Christman,University of Oklahoma,Theater,3.0,3.9,67%
https://www.ratemyprofessors.com/professor/565592,Paul Goode,University of Oklahoma,Political Science,3.9,3.4,N/A
https://www.ratemyprofessors.com/professor/566043,William Hanson,University of Oklahoma,Government,3.0,2,N/A
https://www.ratemyprofessors.com/professor/566704,Luis Cortest,University of Oklahoma,Modern Languages,4.5,2.9,0%
https://www.ratemyprofessors.com/professor/575601,Luyang Jiang,University of Oklahoma,Chinese,0.0,0,N/A
https://www.ratemyprofessors.com/professor/578059,Brian Fiedler,University of Oklahoma,Meteorology,4.0,2,N/A
https://www.ratemyprofessors.com/professor/588305,Melanie Bratcher,University of Oklahoma,African-American Studies,4.4,1.4,N/A
https://www.ratemyprofessors.com/professor/596559,Irene Karpiak,University of Oklahoma,Education,4.6,3,N/A
https://www.ratemyprofessors.com/professor/600948,. Marchand,University of Oklahoma,Languages,3.1,2.7,N/A
https://www.ratemyprofessors.com/professor/607653,Jason Williamson,University of Oklahoma,Modern Languages,5.0,2.3,100%
https://www.ratemyprofessors.com/professor/607977,Ralph Beliveau,University of Oklahoma,Journalism,3.4,3.1,92%
https://www.ratemyprofessors.com/professor/611711,Jeffrey Crawford,University of Oklahoma,Physics,4.7,1.3,N/A
